epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,129.487,1.72283,1.73251,1.79938,0.57954,0.30769,0.3426,0.08494,2.59588,2.30296,2.57735,0.00054272,0.00054272,0.00054272
186,130.129,1.83658,1.82397,1.79142,0.63284,0.30769,0.37126,0.08988,2.58688,2.27226,2.55111,0.0005348,0.0005348,0.0005348
187,130.651,1.62962,1.61678,1.69942,0.73473,0.30769,0.37039,0.10193,2.596,2.25843,2.54998,0.00052688,0.00052688,0.00052688
188,131.258,1.79581,1.71673,1.79488,0.88403,0.30769,0.41184,0.10878,2.59392,2.11703,2.56619,0.00051896,0.00051896,0.00051896
189,131.83,1.63022,1.69127,1.77385,0.47067,0.30769,0.35204,0.09672,2.5798,2.15873,2.58854,0.00051104,0.00051104,0.00051104
190,132.539,1.62294,1.60429,1.69089,0.5989,0.23077,0.34866,0.0983,2.62123,2.10119,2.63114,0.00050312,0.00050312,0.00050312
191,133.149,1.71875,1.66777,1.72193,0.8849,0.23077,0.36341,0.10808,2.61192,2.1483,2.64819,0.0004952,0.0004952,0.0004952
192,133.656,1.80202,1.78423,1.81473,0.92705,0.23077,0.34464,0.11003,2.61348,2.29104,2.64578,0.00048728,0.00048728,0.00048728
193,134.239,1.79776,1.73907,1.84698,0.41607,0.30769,0.34925,0.11294,2.61102,2.37322,2.66693,0.00047936,0.00047936,0.00047936
194,134.727,1.65671,1.55051,1.68347,0.40131,0.30769,0.2862,0.08533,2.59635,2.4087,2.65141,0.00047144,0.00047144,0.00047144
195,135.304,1.75375,1.704,1.80565,0.32138,0.4015,0.33114,0.08283,2.57037,2.53008,2.65034,0.00046352,0.00046352,0.00046352
196,136.071,1.6813,1.79318,1.75604,0.22408,0.38462,0.2119,0.06298,2.57031,2.46229,2.63462,0.0004556,0.0004556,0.0004556
197,136.633,1.66936,1.57689,1.72126,0.24227,0.30769,0.225,0.07647,2.58655,2.50855,2.59424,0.00044768,0.00044768,0.00044768
198,137.221,1.71189,1.6836,1.82194,0.27301,0.30769,0.24083,0.07108,2.6455,2.49012,2.58357,0.00043976,0.00043976,0.00043976
199,137.763,1.70322,1.67382,1.79069,0.3439,0.38462,0.29469,0.06876,2.67478,2.43582,2.60745,0.00043184,0.00043184,0.00043184
200,138.319,1.78286,1.67817,1.75503,0.41691,0.49622,0.41139,0.09683,2.54047,2.49413,2.53432,0.00042392,0.00042392,0.00042392
201,138.843,1.70196,1.6958,1.72975,0.4308,0.46154,0.42244,0.11401,2.5227,2.5153,2.53123,0.000416,0.000416,0.000416
202,139.43,1.75271,1.59551,1.69562,0.94296,0.23077,0.33932,0.11973,2.60144,2.45632,2.56826,0.00040808,0.00040808,0.00040808
203,140.046,1.69248,1.77533,1.7254,0.95486,0.23077,0.38105,0.12068,2.68621,2.40249,2.60471,0.00040016,0.00040016,0.00040016
204,140.596,1.64435,1.56057,1.7177,0.94692,0.23077,0.36518,0.1314,2.69511,2.30052,2.63186,0.00039224,0.00039224,0.00039224
205,141.186,1.6219,1.58312,1.70762,0.75616,0.30769,0.36376,0.1306,2.73099,2.34525,2.72211,0.00038432,0.00038432,0.00038432
206,141.716,1.73347,1.63241,1.70874,0.98496,0.30769,0.35305,0.11452,2.70234,2.32937,2.65885,0.0003764,0.0003764,0.0003764
207,142.288,1.65934,1.61431,1.71036,0.97768,0.30769,0.34776,0.12324,2.6524,2.35541,2.61401,0.00036848,0.00036848,0.00036848
208,142.866,1.71875,1.63253,1.70638,0.93913,0.23077,0.31135,0.12737,2.58758,2.37117,2.51023,0.00036056,0.00036056,0.00036056
209,143.567,1.55765,1.50108,1.64231,0.91798,0.23077,0.3089,0.13659,2.47718,2.36302,2.44151,0.00035264,0.00035264,0.00035264
210,144.259,1.56468,1.49659,1.62368,0.74995,0.23077,0.29924,0.14652,2.43381,2.38562,2.4232,0.00034472,0.00034472,0.00034472
211,144.92,1.71558,1.77025,1.75685,0.37601,0.23077,0.28903,0.12448,2.43116,2.36182,2.39619,0.0003368,0.0003368,0.0003368
212,145.628,1.63351,1.65276,1.704,0.3442,0.30769,0.30783,0.11214,2.45315,2.24481,2.40384,0.00032888,0.00032888,0.00032888
213,146.186,1.7404,1.64823,1.7802,0.3084,0.23077,0.29475,0.12111,2.48845,2.1775,2.44893,0.00032096,0.00032096,0.00032096
214,146.842,1.60267,1.61153,1.68428,0.5874,0.23077,0.31784,0.12549,2.55111,2.15463,2.51277,0.00031304,0.00031304,0.00031304
215,147.647,1.651,1.64623,1.74854,0.55713,0.23077,0.29827,0.11923,2.62644,2.15797,2.60356,0.00030512,0.00030512,0.00030512
216,148.368,1.61615,1.56742,1.67152,0.5863,0.23077,0.33313,0.12612,2.62781,2.24975,2.68662,0.0002972,0.0002972,0.0002972
217,148.935,1.5991,1.54457,1.62124,0.69077,0.23077,0.3247,0.125,2.59766,2.30289,2.65396,0.00028928,0.00028928,0.00028928
218,149.543,1.70897,1.59888,1.74389,0.8079,0.23077,0.31354,0.12896,2.57126,2.36129,2.61295,0.00028136,0.00028136,0.00028136
219,150.105,1.64976,1.52721,1.68982,0.81594,0.23077,0.33903,0.14663,2.56978,2.41639,2.60338,0.00027344,0.00027344,0.00027344
220,150.701,1.68076,1.63148,1.73357,0.47179,0.30769,0.38521,0.13613,2.59998,2.32685,2.53863,0.00026552,0.00026552,0.00026552
221,151.329,1.62964,1.63077,1.68466,0.53886,0.30769,0.39294,0.13691,2.61162,2.32466,2.52498,0.0002576,0.0002576,0.0002576
222,152.108,1.59022,1.57961,1.65095,0.539,0.30769,0.39277,0.12767,2.62982,2.34036,2.5334,0.00024968,0.00024968,0.00024968
223,152.789,1.48434,1.55634,1.64886,0.53999,0.30769,0.39563,0.12139,2.60908,2.32566,2.50339,0.00024176,0.00024176,0.00024176
224,153.462,1.5599,1.56041,1.62664,0.31896,0.38462,0.37251,0.11625,2.56287,2.41994,2.47477,0.00023384,0.00023384,0.00023384
225,154.124,1.6356,1.56416,1.71263,0.36419,0.38462,0.35196,0.11075,2.57189,2.42073,2.49444,0.00022592,0.00022592,0.00022592
226,154.807,1.62284,1.56048,1.66867,0.67012,0.23077,0.27783,0.10568,2.5751,2.41495,2.51098,0.000218,0.000218,0.000218
227,155.431,1.59468,1.53991,1.6944,0.67263,0.23077,0.31616,0.11917,2.58357,2.41168,2.54409,0.00021008,0.00021008,0.00021008
228,156.152,1.58558,1.48499,1.64975,0.81079,0.23077,0.35917,0.14865,2.56637,2.32327,2.54592,0.00020216,0.00020216,0.00020216
229,156.809,1.60692,1.50047,1.63831,0.83974,0.23077,0.35608,0.13859,2.58233,2.24254,2.54495,0.00019424,0.00019424,0.00019424
230,157.467,1.62257,1.58886,1.76757,0.87355,0.23077,0.35011,0.13146,2.59641,2.21406,2.54883,0.00018632,0.00018632,0.00018632
231,158.034,1.50196,1.44249,1.58307,0.89697,0.23077,0.34707,0.12973,2.60101,2.23311,2.54646,0.0001784,0.0001784,0.0001784
232,158.585,1.56303,1.56396,1.66384,0.3373,0.38462,0.39313,0.1577,2.61038,2.22773,2.5763,0.00017048,0.00017048,0.00017048
233,159.162,1.55563,1.49947,1.64516,0.34658,0.38462,0.39538,0.16119,2.60793,2.19456,2.57328,0.00016256,0.00016256,0.00016256
234,159.837,1.70072,1.5997,1.7506,0.34721,0.46154,0.39756,0.16045,2.60057,2.18269,2.57589,0.00015464,0.00015464,0.00015464
235,160.362,1.67881,1.63412,1.75348,0.90655,0.23077,0.35199,0.1595,2.58139,2.17435,2.54659,0.00014672,0.00014672,0.00014672
236,161.048,1.57414,1.51037,1.656,0.92254,0.23077,0.39049,0.16273,2.54069,2.10805,2.5197,0.0001388,0.0001388,0.0001388
237,161.621,1.5533,1.58754,1.72031,0.92228,0.23077,0.38439,0.15516,2.53038,2.07234,2.512,0.00013088,0.00013088,0.00013088
238,162.228,1.72381,1.54388,1.76515,0.91676,0.23077,0.39337,0.15578,2.51738,2.0503,2.50322,0.00012296,0.00012296,0.00012296
239,162.759,1.51958,1.43367,1.59414,0.91354,0.23077,0.38886,0.15502,2.50488,2.04743,2.49553,0.00011504,0.00011504,0.00011504
240,163.314,1.76389,1.6842,1.77545,0.90091,0.23077,0.38849,0.1473,2.48176,2.05952,2.49078,0.00010712,0.00010712,0.00010712
241,164.964,1.60752,1.46453,1.71744,0.2794,0.61538,0.39045,0.15318,2.50675,2.09272,2.51377,9.92e-05,9.92e-05,9.92e-05
242,165.618,1.51474,1.37892,1.67455,0.89755,0.23077,0.36636,0.15106,2.52154,2.10124,2.53161,9.128e-05,9.128e-05,9.128e-05
243,166.157,1.5155,1.32777,1.68583,0.89808,0.23077,0.35172,0.15003,2.5111,2.10515,2.5351,8.336e-05,8.336e-05,8.336e-05
244,166.747,1.55573,1.36409,1.67731,0.91304,0.23077,0.34671,0.14276,2.52665,2.09188,2.56671,7.544e-05,7.544e-05,7.544e-05
245,167.252,1.52182,1.34605,1.58112,0.92308,0.23077,0.34333,0.13961,2.56758,2.09619,2.6268,6.752e-05,6.752e-05,6.752e-05
246,167.802,1.41796,1.4048,1.60581,0.92979,0.23077,0.33619,0.13907,2.59584,2.08045,2.64581,5.96e-05,5.96e-05,5.96e-05
247,168.377,1.50576,1.3714,1.62275,0.9367,0.23077,0.32339,0.13696,2.60761,2.09168,2.66311,5.168e-05,5.168e-05,5.168e-05
248,168.985,1.52195,1.35633,1.67448,0.56784,0.30769,0.39405,0.13826,2.61782,2.08319,2.67998,4.376e-05,4.376e-05,4.376e-05
249,169.55,1.5063,1.37745,1.6867,0.93979,0.23077,0.38695,0.13725,2.63512,2.06908,2.69433,3.584e-05,3.584e-05,3.584e-05
250,170.048,1.45775,1.40091,1.6224,0.7755,0.30769,0.39864,0.13913,2.61209,2.07711,2.66606,2.792e-05,2.792e-05,2.792e-05
